total_time1,air_time1,paper_time1,mean_speed_on_paper1,mean_speed_in_air1,mean_acc_on_paper1,mean_acc_in_air1,mean_jerk_on_paper1,mean_jerk_in_air1,pressure_mean1,pressure_var1,gmrt_on_paper1,gmrt_in_air1,mean_gmrt1,num_of_pendown1,max_x_extension1,max_y_extension1,disp_index1,total_time2,air_time2,paper_time2,mean_speed_on_paper2,mean_speed_in_air2,mean_acc_on_paper2,mean_acc_in_air2,mean_jerk_on_paper2,mean_jerk_in_air2,pressure_mean2,pressure_var2,gmrt_on_paper2,gmrt_in_air2,mean_gmrt2,num_of_pendown2,max_x_extension2,max_y_extension2,disp_index2,total_time3,air_time3,paper_time3,mean_speed_on_paper3,mean_speed_in_air3,mean_acc_on_paper3,mean_acc_in_air3,mean_jerk_on_paper3,mean_jerk_in_air3,pressure_mean3,pressure_var3,gmrt_on_paper3,gmrt_in_air3,mean_gmrt3,num_of_pendown3,max_x_extension3,max_y_extension3,disp_index3,total_time4,air_time4,paper_time4,mean_speed_on_paper4,mean_speed_in_air4,mean_acc_on_paper4,mean_acc_in_air4,mean_jerk_on_paper4,mean_jerk_in_air4,pressure_mean4,pressure_var4,gmrt_on_paper4,gmrt_in_air4,mean_gmrt4,num_of_pendown4,max_x_extension4,max_y_extension4,disp_index4,total_time5,air_time5,paper_time5,mean_speed_on_paper5,mean_speed_in_air5,mean_acc_on_paper5,mean_acc_in_air5,mean_jerk_on_paper5,mean_jerk_in_air5,pressure_mean5,pressure_var5,gmrt_on_paper5,gmrt_in_air5,mean_gmrt5,num_of_pendown5,max_x_extension5,max_y_extension5,disp_index5,LastColumn
11335.0,2985.0,8350.0,1.582180557,3.110902859,0.152547249,0.36664284,0.015612985,0.05662879,1426.586826,108200.5287,93.24728263,220.777297,157.0122898,5,1938.0,6711.0,1.27e-05,34083.125,16708.75,20652.5,0.277661991,1.982778633,0.106878535,0.468605296,0.011860214,0.082371684,1310.184211,210727.3211,23.55586857,116.643872,70.09987027,11,1605.625,4703.0,1.7e-05,9030.0,5010.0,4020,3.085821984,2.285471887,0.11738588,0.349476013,0.015990777,0.059292169,1229.4566065000004,100986.4986,164.8913675,132.0213509,148.4563592,6,1252,4599.0,7.45e-06,27724.375,12635.0,14493.125,1.630378875,1.772739617,0.164702059,0.203599765,0.01840084,0.028702406,1116.3350561250002,140307.0968,94.63912394,91.76712121,93.20312257,31,1477.0,11044.0,2.02e-05,39780.0,27610,12170.0,2.648141006,2.811581737,0.132748021,0.38577814,0.018072129,0.061408661,1038.1805381250003,120760.7906,160.569784,140.9528813,150.7613326,24,4952.0,6403,1.93e-05,P
9285.0,1970.0,7315.0,1.709760861,3.399653772,0.144054317,0.209560376,0.016534409,0.031651798,1525.02324,154048.5381,90.64948014,231.4997774,161.0746288,7,1434.0,5643.0,1.07e-05,30335.0,16708.75,7995.0,1.425508018,4.69417538,0.117796777,0.546843818,0.012186218,0.100158867,1395.797999,108780.7753,129.7505334,292.6687059,211.2096197,5,1605.625,4734.0,1.24e-05,8350.0,2810.0,5540,2.025573998,2.822771573,0.180749651,0.275202973,0.021060466,0.036122326,1229.4566065000004,78585.25245,101.111824,166.6065988,133.8592114,8,785,4699.0,7.79e-06,19495.0,8050.0,11445.0,2.159354841,2.778568947,0.189146754,0.287693972,0.021000361,0.04097664,1116.3350561250002,47571.92126,118.5132233,143.9820833,131.2476533,23,1262.0,9796.0,1.62e-05,48590.0,23525,25065.0,2.458955698,2.158105265,0.10170723,0.240732324,0.013002709,0.035478672,1584.350489,261294.2592,145.3489755,139.7765744,142.562775,22,9400.0,11246,3.75e-05,P
10260.0,3890.0,6370.0,2.510323959,3.258661297,0.18223471,0.250233403,0.021659046,0.032052822,1007.4063532499999,66247.70987,146.0670832,184.0508286,165.0589559,13,1528.0,7011.0,1.05e-05,7590.0,1480.0,6110.0,1.972137001,1.009658422,0.059443623,0.233204794,0.008175143,0.030268781,1306.82807925,90173.50754,98.35113426,254.1256117,176.238373,2,796.0,4755.0,1.04e-05,7270.0,1500.0,5770,4.032359906,2.560207459,0.156562832,0.208678259,0.018045554,0.027574706,1726.950607,180292.7021,206.9205624,214.650174,210.7853682,6,1310,6437.0,9.95e-06,15595.0,6260.0,9335.0,3.809257782,3.43642125,0.150615292,0.204604711,0.019797586,0.030201402,1596.040171,220687.0552,253.5206774,186.2312879,219.8759827,29,1433.0,16937.0,1.79e-05,88160.0,58105,30055.0,1.505308623,1.719319649,0.159500145,0.311558964,0.017645083,0.04661036,1038.1805381250003,107393.8252,136.7946629,83.77092589,110.2827944,42,6290.0,5915,2.7e-05,P
5495.0,1190.0,4305.0,3.718391574,3.374100943,0.158889462,0.189114059,0.017805135,0.025024238,1712.780488,113290.5825,197.6914132,348.4757525,273.0835828,3,1739.0,7297.0,8.49e-06,15665.0,3060.0,12605.0,0.908272888,1.089685071,0.107875011,0.19607449,0.011029721,0.02574662,1866.270924,129629.401,45.27335666,63.7169391,54.49514788,1,925.0,4981.0,1.55e-05,11400.0,3930.0,7470,0.920539624,1.172853556,0.153543241,0.208065091,0.016605261,0.023985947,1229.4566065000004,105849.7098,45.82178157,75.94637089,60.88407623,6,650,4393.0,7.71e-06,10780.0,2905.0,7875.0,3.183154216,3.60335925,0.12952411,0.184452959,0.015765066,0.025037023,1331.509841,144976.0797,164.2818229,225.8945365,195.0881797,11,1536.0,11589.0,1.47e-05,50790.0,34855,15935.0,1.536760414,2.843765792,0.119357393,0.273666578,0.014002161,0.041043776,1431.753373,349327.0964,98.17901805,140.867369,119.5231935,19,4104.0,4548,2.03e-05,P
9835.0,2900.0,6935.0,2.368506924,4.397375931,0.127558602,0.77945022425,0.016558994,0.13335866899999999,1289.229993,143635.9594,130.5014016,305.0926628,217.7970322,10,1214.0,8202.0,1.14e-05,13620.0,6135.0,7485.0,1.666109553,3.606068651,0.09188141,0.429868673,0.011502948,0.072794567,1306.82807925,157580.5514,142.8949877,269.3255957,206.1102917,4,1241.0,4934.0,1.16e-05,15194.375,5910.625,9170,0.786807657,2.422587439,0.114306382,0.49787525925,0.015821891,0.069452501625,1240.727556,212597.3731,54.73949387,124.3301097,89.5348018,8,802,2894.0,6.4e-06,27724.375,15849.375,14493.125,1.500250504,3.164898068,0.152560631,0.328267745,0.019378135,0.052781061,1116.3350561250002,117957.8289,90.97640451,150.4865353,120.7314699,26,1663.0,10955.0,1.87e-05,123283.125,93435,33381.25,0.797798122,3.082437291,0.128046725,0.552482931,0.015135129,0.095268328,1038.1805381250003,139662.2181,51.73124678,139.1745633,95.45290506,30,3820.0,3565,1.91e-05,P
11845.0,4955.0,6890.0,3.921159891,4.563230859,0.179700317,0.712833979,0.020143458,0.13335866899999999,1684.191582,117212.7093,209.3656984,306.9383402,258.1520193,9,1652.0,8863.0,1.19e-05,34083.125,16708.75,20652.5,0.520414583,1.908261618,0.14620149049999998,0.434335542,0.013766848,0.07435501,1306.82807925,142843.2265,27.1079146,128.9000185,78.00396654,11,643.0,4656.0,1.46e-05,4730.0,1310.0,3420,3.164600724,2.374995037,0.144337655,0.26163527,0.019574105,0.034553319,1720.150585,205645.5343,151.9147251,199.3140648,175.6143949,5,824,4830.0,6.57e-06,22110.0,9900.0,12210.0,1.774722075,2.550167773,0.128136033,0.252162271,0.016636782,0.038202035,1116.3350561250002,182727.2659,116.3428125,135.8364981,126.0896553,21,2783.375,14646.0,1.77e-05,123283.125,93435,23405.0,1.595319419,2.896725696,0.06762704512499997,0.515861763,0.009769139,0.09095968,1038.1805381250003,255146.594,116.1436079,137.5620085,126.8528082,24,7678.0,8097,2.66e-05,P
10995.0,5655.0,5340.0,2.057415467,2.077973621,0.131625906,0.482080748,0.016759375,0.084839504,1492.019663,163215.2459,120.0544741,124.5290358,122.291755,14,1336.0,6170.0,1.01e-05,9355.0,1435.0,7920.0,1.508055926,4.159919425,0.095986587,0.220990492,0.010757559,0.030996698,1906.636364,143575.7301,76.17379148,389.3956181,232.7847048,4,924.0,4979.0,1.19e-05,13095.0,5175.0,7920,1.13313323,2.688503284,0.146054445,0.183741886,0.018043305,0.023703488,1375.056187,68087.22096,56.96927131,142.429954,99.69961266,3,919,4293.0,7.77e-06,19805.0,12490.0,7315.0,2.663946663,1.783688056,0.138148243,0.227820391,0.018544159,0.034204031,1116.3350561250002,107194.5344,149.2898901,97.47202537,123.3809577,20,1365.0,10907.0,1.3e-05,77085.0,50350,26735.0,0.76374955,1.639258326,0.095586263,0.285975434,0.011068724,0.046346913,1052.037404,278365.4592,57.03437032,80.0545096,68.54443996,42,4065.0,3619,1.95e-05,P
19546.875,9781.875,9255.0,1.3238234,3.109445238,0.160647098,0.41315131,0.019321338,0.070857449,1115.264722,115329.0223,68.57163512,164.8758209,116.723728,13,3163.125,7222.0,1.05e-05,34083.125,16708.75,12605.0,0.958340488,4.714241486,0.101877187,0.8286846856250001,0.012892328,0.15399606675,1501.210631,160153.2095,85.2230771,256.6078002,170.9154386,5,1605.625,5407.0,1.31e-05,12945.0,4665.0,8280,0.991390573,3.042574702,0.115740454,0.252280543,0.013386635,0.038276694,1229.4566065000004,176165.4818,51.87549287,170.2618884,111.0686906,7,695,4578.0,7.97e-06,26860.0,12620.0,14240.0,0.874052412,1.12769335,0.155714251,0.210941278,0.016307817,0.034030297,1116.3350561250002,182726.6957,49.50664934,66.76448756,58.13556845,10,1131.0,6539.875,1.15e-05,52620.0,36920,15700.0,2.274819749,1.343193758,0.163115296,0.218310177,0.017168377,0.030799163,1205.845223,249468.8843,146.8540958,77.84206191,112.3480788,19,7527.0,6306,2.26e-05,P
12825.0,6365.0,6460.0,2.307646541,0.831677682,0.119885543,0.127188414,0.014669905,0.016190354,1482.620743,250511.5032,118.6605736,78.33916113,98.49986737,10,1425.0,7755.0,1.11e-05,34083.125,16708.75,14580.0,1.132662521,4.768731212,0.075386844,0.747312719,0.009775956,0.133890903,1407.182442,238867.3309,61.11976425,259.7154753,160.4176198,11,1342.0,5769.0,1.73e-05,10340.0,5255.0,5085,1.924844811,1.170345928,0.157701596,0.183186932,0.020381898,0.02623382,1229.4566065000004,158475.3085,100.4551523,68.30003159,84.37759192,8,531,3477.0,6.7e-06,24650.0,9960.0,14493.125,1.655481283,1.928366495,0.177985288,0.187915357,0.017973432,0.025056655,1116.3350561250002,46320.30321,95.01682773,105.6505088,100.3336683,24,1259.0,11577.0,1.95e-05,103415.0,73775,29640.0,1.353981024,2.020090036,0.096452177,0.297856629,0.012662571,0.043471951,1865.667848,148513.0599,85.785292,101.2878632,93.5365776,28,5706.0,5357,2.51e-05,P
19546.875,9781.875,9741.875,1.624402129,2.869014666,0.104892312,0.415121663,0.014504268,0.07267198,1268.398068,171652.568,94.24823893,139.4107734,116.8295061,20,2091.0,5908.0,1.29e-05,34083.125,16708.75,12700.0,0.420644727,2.565453245,0.093983704,0.291326098,0.007511062,0.048510562,1456.590945,45575.49212,20.82701508,151.9341573,86.38058619,1,213.0,5834.5,1.48e-05,12405.0,3525.0,8880,1.11792878,0.637059258,0.188232448,0.140170179,0.018291318,0.020104601,1815.100788,119331.3834,55.94585179,58.91055339,57.42820259,3,637,4172.0,8.84e-06,19620.0,11385.0,8235.0,2.47707659,3.409962782,0.128433668,0.448947474,0.018517722,0.075653162,1726.558591,271044.8999,150.6307218,167.9151522,159.272937,18,1533.0,12241.0,1.46e-05,102220.0,85940,16280.0,2.792129763,3.635064766,0.109312811,0.567385543,0.014603615,0.097789176,1596.577703,277700.6488,194.0383358,176.1904365,185.1143862,27,10143.0,10732,2.44e-05,P
9800.0,3525.0,6275.0,2.613177431,1.802937221,0.161174468,0.225716931,0.020018228,0.026493495,1261.23745,187505.1293,139.5962431,126.3235989,132.959921,15,1046.0,6118.0,1.02e-05,34083.125,16708.75,13920.0,0.8232641,4.863516751,0.105780156,0.765108158,0.0100524,0.134726624,1306.82807925,115938.7149,71.43766562,281.4527552,176.4452104,11,840.0,5174.0,1.39e-05,12480.0,4550.0,7930,1.282237656,1.742702884,0.197017022,0.235996705,0.018944192,0.025495633,1229.4566065000004,77967.39648,68.22166598,102.6717072,85.44668657,7,555,5065.0,9.6e-06,25895.0,14855.0,11040.0,2.630529674,2.293395181,0.157909951,0.197661083,0.019939456,0.026974293,1577.51404,305337.54485000006,156.0877567,133.8375256,144.9626412,22,2193.0,14407.0,1.74e-05,57705.0,37385,20320.0,1.278530402,2.405788625,0.130711501,0.310395567,0.014777275,0.048132519,1038.1805381250003,361697.8678,78.4837487,117.1694144,97.82658156,30,3970.0,4128,2e-05,P
17625.0,7870.0,9741.875,1.324384332,1.728142674,0.156004343,0.320674233,0.016951568,0.054544629,1671.095336,162309.1349,79.64754053,102.9813656,91.31445308,8,1420.0,6142.0,1.22e-05,12425.0,2990.0,9435.0,0.932561948,0.581303656,0.142479868,0.132911365,0.012202906,0.020126914,1803.749338,41254.00765,46.63821951,73.10957578,59.87389764,1,398.0,4842.0,1.18e-05,8615.0,2255.0,6360,2.321628347,2.194983945,0.12264526,0.200122427,0.015243114,0.021032686,1983.937107,63196.23032,112.5781507,159.0730643,135.8256075,4,967,5939.0,1.01e-05,27724.375,15849.375,11690.0,1.996407628,2.697126773,0.133883221,0.48643751599999996,0.016774987,0.07969417,1378.927288,268088.6671,122.033017,147.2567228,134.6448699,16,2170.0,12491.0,1.79e-05,94520.0,69130,25390.0,2.271561168,2.36392455,0.122134728,0.278492094,0.016764033,0.039408908,1601.963962,443177.9786624999,153.3081426,115.3858188,134.3469807,36,6591.0,8859,2.78e-05,P
12830.0,4200.0,8630.0,1.379863742,1.970525067,0.186360349,0.239568238,0.018551748,0.024679596,1018.217265,85695.447,83.69595064,123.2853453,103.490648,13,1032.0,5309.0,1.05e-05,22570.0,8540.0,14030.0,0.818588298,3.770178981,0.14620149049999998,0.355105918,0.012011949,0.057758503,1434.529223,132113.9241,42.96040788,253.1166796,148.0385437,4,1119.0,4715.0,1.44e-05,5445.0,1745.0,3700,3.941755446,3.797199044,0.185061199,0.155470967,0.021930227,0.026207229,1965.956757,54903.72786,188.8602561,254.2113702,221.5358131,4,961,5757.0,6.93e-06,9510.0,2940.0,6570.0,5.155630971,3.906835638,0.224981964,0.265743679,0.022228498,0.036550552,1962.273973,88014.18217,256.8470884,242.3039315,249.57551,15,2453.0,14001.0,1.28e-05,91265.0,70570,20695.0,1.343380849,2.013507937,0.139236765,0.313199249,0.017714102,0.050109964,1735.242812,274752.943,96.62064896,96.10973774,96.36519335,32,2995.0,2718,1.64e-05,P
8670.0,4695.0,3975.0,2.235442546,2.669581468,0.144739615,0.182334138,0.017615983,0.028538451,1514.38239,203531.0664,141.2005391,170.6400091,155.9202741,10,1715.0,5983.0,7.28e-06,22730.0,9405.0,13325.0,0.842607208,6.141053208375,0.093911838,0.748842234,0.010568619,0.128747536,1916.912946,166816.117,44.94790716,382.3505844,213.6492458,3,222.0,4676.0,1.25e-05,6390.0,1375.0,5015,2.195451515,3.226411562,0.146129672,0.286766693,0.017453981,0.036891697,1551.178465,174951.1077,116.2190698,212.9612679,164.5901688,4,685,4191.0,6.63e-06,11060.0,3735.0,7325.0,3.048910165,2.93141338,0.137372797,0.241199431,0.018681457,0.02669835,1642.019795,116910.646,152.0702666,177.4232837,164.7467751,15,1413.0,10541.0,1.41e-05,123283.125,93435,10705.0,1.411269747,4.221410447,0.138484443,0.961078999,0.015152538,0.177582096,1722.707613,158900.3564,96.68945765,190.290517,143.4899873,10,3194.0,7291,1.25e-05,P
